,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
5002,5002,08/24/2004,22:59,"Near Rostov-on-Don, Russia",Sibir Airlines,1047,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46.0,46.0,0.0,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.,47.41239851668791,39.79508385166309,"[-2.03427581  0.14938353  1.2598181  -3.19205153 -2.51783356 -6.06742805
  7.42777044  5.57239848 -0.65852404 -0.43704008  6.26207566  3.96676928
  0.8748497   1.39145105 -3.04495391]",0
5003,5003,08/24/2004,22:56,"Near Toula, Russia",Volga-Avia Express,1303,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41.0,41.0,0.0,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.,54.431538949578176,37.77611607222781,"[-2.80686495  0.28772781  1.95819753 -4.71030816 -3.3177081  -8.30831355
 10.02951038  7.69686604 -0.93645369 -0.02769643  8.79947382  5.58439195
  1.62357886  1.16144428 -4.67987403]",3
5005,5005,09/09/2004,06:50,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2.0,2.0,0.0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.,17.9884657,-92.9366326,"[-3.35001013 -1.09776282  6.05843219 -3.74935438 -0.54699416 -4.27602905
  4.78997989  3.9918637  -0.25430466  2.46204273  8.3455866   4.28449513
  3.48355187  0.212679   -4.39223118]",3
5006,5006,09/11/2004,11:10,"Off Mount Athos, Greece",Military - Greek Army,,Athens - Mount Athos,CH-47D Chinook,,,17.0,17.0,0.0,"The helicopter crashed into the Aegean Sea, 5.5 nautical miles off Halkidiki peninsula.  Patriarch Petros VII of Alexandria , Egypt, spiritual leader of orthodox Christians throughout Africa, killed along with other clergy.",40.89230942187218,23.03378929494456,"[-1.33070805  0.26685844  1.38252296 -2.3325704  -0.99688691 -3.76038742
  4.02571172  2.92720437 -0.04470415  1.23810755  4.54872459  2.11652604
  1.57550411  0.04128185 -2.65142092]",0
5008,5008,10/05/2004,12:37,"Kaduqli, Sudan",Sarit Airlines,,El Obeid - Juba,Antonov AN-12,ST-SAF,00347606,4.0,4.0,0.0,The cargo plane reported an engine failure and tried to divert to the nearest airport but crashed and burned in a wooded area about 50 km from Kaduqli.,11.0085934,29.7155751,"[-2.78110594 -0.92366065  3.45243122 -5.03065491 -2.83723847 -7.58807912
  7.6166949   7.88400394 -1.06064662  0.42146065 11.52818286  6.52514416
  2.01547661  0.04459706 -6.57835588]",3
5009,5009,11/22/2004,06:15,"Houston, Texas",Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3.0,3.0,0.0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.",29.7589382,-95.3676974,"[ -7.60176301  -2.32199021  25.33486694 -10.80894608   3.43561536
  -9.88639244   4.71005569   8.08051436  -0.65053826  14.50587692
  29.81089568  12.81691383  12.64401808  -8.10506801 -18.22638333]",2
5010,5010,11/27/2004,11:20,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,-,"Bagram - Farah, Afghanstan",CASA 212-CC,N960BW,231,6.0,6.0,0.0,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.",35.1210507083713,69.63132278141913,"[-5.81514658 -1.06752193  8.81540874 -9.787991    1.20503832 -9.3949185
 10.93379629  2.73928959  0.39009002  2.89689641 10.29100096  2.37132072
  4.54370268  1.2643718  -7.07106172]",3
5011,5011,10/14/2004,22:15,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2.0,2.0,0.0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamistall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air trafficontrollers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.",38.577359,-92.1724265,"[-10.18282131  -0.99592551  34.7194082  -22.17893524  -1.31949626
 -32.44125762  11.35422109  25.83900616  -3.7946003   20.72967416
  65.08638468  29.48458988  11.4333228  -23.57200727 -44.91465963]",1
5012,5012,10/14/2004,03:56,"Halifax, Nova Scotia, Canada",MK Airlines,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7.0,7.0,0.0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",44.648618,-63.5859487,"[ -7.41879022  -1.05375671  12.73774428 -10.87801054  -4.14276871
 -13.79806055  11.00095986  13.34141169  -2.96462505   6.41235626
  26.82565588  13.88989131   6.55247513  -5.08656193 -16.1454605 ]",4
5013,5013,10/15/2004,07:46,"Near Medellin, Colombia",Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3.0,3.0,0.0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",6.386663371952495,-75.17165578395857,"[-4.25741209 -0.80317077  7.68323333 -5.10726026  0.94809824 -4.7082142
  6.22352382  3.00036314  0.01580972  2.46679305  7.70804107  2.69144467
  3.37480304  0.51354663 -4.7307097 ]",3
5014,5014,10/16/2004,15:00,"Coron Island, Philippines",PacifiAir,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2.0,2.0,0.0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",11.897307,120.23823232497712,"[-2.65626293 -0.38804131  2.6407434  -4.24082083 -1.58762704 -5.38856363
  6.70331123  4.87622875 -0.71380556 -0.28488839  7.14609295  4.15106237
  1.60898145  0.72538558 -3.56623328]",0
5015,5015,10/19/2004,07:45,"Near Kirksville, Missouri",Corporate Airlines (American Connection),5966,"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,N875JX,875,15.0,13.0,0.0,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance.",40.281540378701656,-92.55660410802484,"[-16.10520462  -2.43308355  50.15658263 -23.53982764   9.2010692
 -24.57196496  10.46397455  15.1309985   -0.25022196  28.61661988
  57.38312137  20.60533498  21.37773068 -18.64697522 -38.25521722]",1
5016,5016,10/24/2004,16:30,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10.0,10.0,0.0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.",36.6915262,-79.8725386,"[ -8.27030361  -0.85283034  19.92422309 -13.59273988   0.73497724
 -15.40691043  10.58254595  11.48825368  -0.1911089   12.60731515
  30.81010383  12.69723825  10.97503618  -5.35740237 -18.82705113]",2
5017,5017,10/24/2004,00:30,"San Diego, California",Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5.0,5.0,0.0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air trafficontroller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air trafficontroller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",32.7174202,-117.162772,"[-21.67231407  -0.44610476  66.06092121 -35.31500427  16.15482268
 -35.56813467  11.96657817  16.12560023   0.98081158  42.30507777
  78.67200214  20.37411022  27.99428537 -28.52044179 -56.36897486]",1
5018,5018,11/18/2004,13:02,"Caracas, Venezuela",Venezolana,213,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21.0,3.0,0.0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain.",10.5060934,-66.9146008,"[-6.23743936 -1.01020883 11.89238796 -6.93596339  0.03556431 -7.69802511
  7.23531247  6.6445023   0.21294382  6.04892242 15.81102186  6.44437596
  6.13645751 -0.11321382 -9.9556337 ]",3
5019,5019,11/21/2004,08:20,"Baotou, Inner Mongolia, China",China Eastern Airlines,,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53.0,53.0,0.0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",40.6174777,109.944912,"[-2.46038124 -0.04352858  3.33338483 -5.29413602 -2.92779616 -7.72060338
  5.38172968  7.77051777 -1.68419996  2.46194144 12.47795963  6.57503378
  1.73277118 -2.46114581 -8.00897476]",3
5020,5020,11/28/2004,09:55,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6.0,3.0,0.0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",38.4375391,-108.2403855,"[-14.65603927  -0.63240488  30.69018721 -19.69196586   1.38020185
 -22.67884684  12.00075835  17.25714884  -1.89631721  20.92345222
  46.37224627  19.30505347  15.80346517 -12.28386872 -31.14281724]",1
5021,5021,11/30/2004,18:14,"Solo, Indonesia",Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,154.0,26.0,0.0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",-7.5692489,110.828448,"[-5.30004357 -1.51425752  7.27082089 -6.30838181 -3.36079751 -9.524839
 11.02710981  9.89828792 -0.76405158  2.75257882 15.08395386  9.68742803
  4.50809294  1.14705123 -8.40428612]",3
5022,5022,11/30/2004,19:56,"Saint Louis, Missouri",Grand Aire,,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,N604GA,1037,2.0,2.0,0.0,Shortly after taking off the plane lost altitude and crashed on Howell Island a few miles from the airport. The maintenance facility failed to properly install and inspect the elevator trim system resulting in the reversed elevator trim condition and the pilot's failure to maintain clearance with the terrain. Contributing factors included the dark night and low ceiling.,38.6280278,-90.1910154,"[ -7.72438829  -0.36627892  20.6538472  -11.57603723   3.28160343
 -13.56450711   3.89229141   8.03041604  -1.46583691  12.90269146
  28.79977864   9.18160342   8.52893542 -10.0260095  -20.79614967]",2
5023,5023,12/06/2004,10:23,"Bellevue, Idaho",Salmon Air - Air Taxi,,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,2.0,2.0,0.0,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.,43.463518,-114.2606,"[ -5.1416435   -1.18541475  14.00544819  -7.05504603   0.79989264
  -7.80459893   3.28931134   6.56719572  -0.81063501   8.51277643
  19.12118727   7.99916989   6.12664873  -5.94011954 -12.80852108]",2
5024,5024,12/07/2004,10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,,Cessna TU206G,HK-2882,,6.0,6.0,0.0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.,4.819627703186796,-74.0567587274248,"[-4.23460037 -0.70315178 14.29986489 -4.36696768  6.43530869 -2.1813473
 -0.47574415 -2.58774114  1.41175205  8.69264138  8.11814851 -0.89825643
  4.68118477 -4.10224371 -7.67038757]",2
5025,5025,12/10/2004,,"El Junquito, Venezuela",Guardia Nacional de Venezuela,,Puerto Ayacucho - La Carlota,PZL-MieleM28,GN-97121,AJE001-15,16.0,16.0,0.0,Crashed while en route in mountainous terrain.,10.4614338,-67.0806217,"[-2.84181529 -0.77465422  4.74244314 -4.02533296  1.34352931 -3.81240919
  3.31267422  0.14699102  0.3727044   1.80421961  3.89748743 -0.45246629
  2.13355017 -0.08537628 -3.65916131]",0
5026,5026,12/11/2004,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2.0,2.0,1.0,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",-19.750833,-47.936666,"[-4.115153   -1.50035494  8.39847722 -5.30490798 -1.24925928 -6.34847099
  7.47689309  6.11212932 -0.64421531  2.74755562 12.44797999  7.01040993
  4.48154031 -0.13650149 -6.49041882]",3
5027,5027,12/11/2004,,"Near Jeddah, Saudi Arabia",Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,0033448390,7.0,1.0,0.0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,21.5007671,39.1923429,"[-0.65207896 -0.563135    3.98605305 -2.45927868 -1.25703935 -5.09015593
  2.94759955  5.43547899 -0.43233415  2.28274222  9.47775608  5.81230138
  0.98826892 -2.9209073  -6.44098419]",0
5029,5029,01/13/2005,13:20,"Tura,Siberia, Russia",Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9.0,9.0,0.0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.,64.2741955,100.2169635,"[-6.3615842  -1.7507262  12.83854371 -7.04510304  2.4415751  -6.46588565
  7.43496217  3.45625866  0.74973541  7.3237761  12.30460405  3.54011483
  5.89026675  0.10983539 -8.70711574]",2
5030,5030,01/13/2005,22:18,"Keene, New Hampshire",AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1.0,1.0,0.0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",42.933597,-72.2784264,"[-5.61917436 -1.33092597 10.42178099 -6.27061258 -0.18745381 -5.98079006
  7.55900931  5.0241221  -0.39238867  3.47130248 11.94771212  6.29990423
  4.95464258 -0.05107552 -6.60927996]",3
5031,5031,01/26/2005,01:20,"Rutbah, Iraq",Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,,,31.0,31.0,0.0,The helicopter crashed in rain and a sandstorm.,33.0367407,40.2876459,"[-1.33357899 -0.18524317  1.4957197  -1.39737719 -0.60458021 -1.90502778
  2.66348702  1.86638829  0.07080252  0.7395307   2.64249337  1.1613303
  1.23645455  0.77054977 -1.52540961]",0
5033,5033,01/30/2005,16:30,"Near Al Taji, Iraq",Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10.0,10.0,0.0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.",33.99861111230067,44.64868904259168,"[-3.56024081  0.21796669  3.65909459 -6.01382801 -3.55147455 -9.03951287
  6.79966736  8.91094601 -2.46221234  0.68088021 13.1749416   7.66754358
  1.65463304 -1.86657291 -8.28333968]",3
5034,5034,02/03/2005,17:00,"Near Peshawar, Pakistan",Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104.0,104.0,0.0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.",33.98994845,71.47700475090954,"[-2.65468725 -0.6906064   4.36905104 -3.41100962 -0.38820048 -4.67265102
  5.70237941  3.93434685 -0.43485476  1.49223274  7.23725837  3.67589408
  2.24895878  0.21819258 -3.74316218]",0
5035,5035,02/03/2005,08:07,"Near Khartoum, Sudan",Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7.0,7.0,0.0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.",15.799525827638105,32.6831194328362,"[-2.76871341 -0.66964677  4.32523757 -4.13147271 -1.57091752 -6.48715606
  6.21649104  6.12740672 -0.95659892  1.89914538 10.67028034  6.24092991
  2.26360505 -0.79595446 -6.86609402]",3
5036,5036,02/10/2005,20:30,"Lebec, California",Action Air Express Inc. - Air Taxi,-,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2.0,2.0,0.0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors.",34.8416435,-118.8648189,"[ -8.68449075  -0.62820664  15.74799323 -15.35998878   1.59506281
 -16.24895465   6.10558514   5.66620272  -2.34292749  11.952065
  25.89186183   5.99409343   8.38372777  -6.80800563 -20.73146246]",2
5037,5037,02/16/2005,09:13,"Near Pueblo, Colorado",Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8.0,8.0,0.0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",38.61481661675636,-104.13225652840052,"[-10.87721132  -0.0724344   27.27427775 -18.10008126   0.25585958
 -22.58968368   6.93421347  17.23072649  -4.08870052  18.53902311
  48.71834588  20.35605844  12.50683517 -16.24786741 -32.98098096]",1
5039,5039,02/22/2005,07:15,,Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,,,18.0,15.0,0.0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",46.3144754,11.0480288,"[-2.31510176 -1.08328231  4.00529547 -2.79503332 -1.52417159 -3.28693283
  4.32515225  4.03008014 -0.53237033  1.1907225   6.43725872  4.4679361
  2.74323696  0.37653762 -2.99441272]",0
5041,5041,03/15/2005,00:15,"Off Campbeltown, United Kingdom",Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2.0,2.0,0.0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",55.5032434471792,-5.356563482138385,"[-3.35488308 -0.8026502   7.62884766 -3.70436984  1.30456421 -3.58089002
  3.58995357  2.02892471  0.34759966  4.17557351  7.36775893  2.20105231
  3.94207878 -0.16453164 -4.65436119]",0
5042,5042,03/16/2005,13:57,"Varandey, Russia",Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52.0,28.0,0.0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",68.8489378,58.2025419175187,"[ -6.97110821  -1.58789396  15.46587979 -11.83656131  -4.47896433
 -18.29935873  17.43142612  19.42409442  -1.91403878   5.53263645
  31.62171298  18.8985326    7.47033878  -3.02516873 -18.41593397]",4
5043,5043,03/23/2005,23:07,"Off Mwanza, Tanzania",Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,0043454623,8.0,8.0,0.0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",-2.149728981053298,33.28927863532809,"[-2.14544456 -0.27336606  2.22648058 -3.24452129 -1.90249508 -4.67490724
  4.72171957  4.59579848 -1.26070774 -0.31247623  6.65643317  4.09658745
  0.87589689 -0.56666023 -3.69797096]",0
5046,5046,04/12/2005,12:10,"Enarotali, Indonesia",GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18.0,18.0,0.0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,-3.9284498,136.3766675,"[-4.08865244 -0.46066727  5.1858149  -6.98156574 -0.64012311 -8.49907216
  8.14147644  3.42687733  0.32619528  2.33213883  8.36077914  2.84714569
  2.3025049   0.22430511 -6.421409  ]",3
5047,5047,04/20/2005,22:15,"Tehran, Iran",Saha Airline Services,,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169.0,3.0,0.0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,35.6892523,51.3896004,"[-1.81497765 -0.17494262  1.56422941 -4.34742562 -4.21801576 -7.62770551
  7.24126175  8.50544608 -1.03198856  0.53322929 11.09438145  8.09128821
  1.2125882  -1.62459484 -6.27858783]",3
5048,5048,04/28/2005,11:28,"Pisco, Peru",Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13.0,13.0,0.0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",-13.7099813,-76.2029793,"[-2.14758816 -0.24763627  3.441349   -4.22695178 -1.90662675 -6.46951106
  5.86862647  6.4292613  -0.98617557  1.36388541 10.07076967  4.94033007
  1.66561712 -1.04571966 -5.78646034]",3
5049,5049,05/02/2005,22:15,"Taranaki, New Zealand",Airwork,,Auckland - Blenheim,Swearingen SA227AC Metro III,ZK-POA,AC-551B,2.0,2.0,0.0,Crashed into a field while en route.,-39.3848064,174.19735050943854,"[-2.03809801 -0.80127477  2.185709   -3.11421221 -0.19650359 -3.59567904
  4.33351636  1.09736828 -0.0162996   0.07185304  2.87622347  0.40425345
  1.2469238   0.95630102 -2.22138529]",0
5051,5051,05/07/2005,11:45,"Lockhart River, Queensland, Australia",Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15.0,15.0,0.0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.",-13.0186915,143.21224248673673,"[-10.3105859   -2.83631805  20.14075299 -13.23611107   0.68803876
 -13.11780618  13.99893654   9.09991035   0.44660123   9.67767788
  23.49979842   9.88254178   9.63595786  -1.35726799 -15.23965016]",2
5053,5053,05/18/2005,13:27,"Mongu, Zambia",Military - Zambia Air Force,,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,0089,13.0,13.0,0.0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,-15.2668751,23.1365365,"[-2.76978296 -0.53467525  3.92914194 -4.20507458 -1.7203236  -6.16940928
  5.75754465  4.87363528 -0.51921368  1.62109071  8.40334296  4.83359784
  2.09632155 -0.57160629 -5.46251974]",3
5054,5054,05/25/2005,,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),,Goma - Kindu - Kongolo,Antonov AN-12BP,9Q-CVG,4342404,27.0,27.0,0.0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,-2.7708003000000003,28.6000503570053,"[-3.23718542 -0.33112088  3.78678514 -5.82279202 -1.95498805 -7.75473267
  8.34917316  5.5909341  -0.49757981  1.00746816  8.99174088  4.36980531
  1.47947679  0.41206888 -5.60850254]",3
5056,5056,07/16/2005,10:00,"Baney, Equatorial Guinea",Ecuatair,,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60.0,60.0,0.0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",3.7014833,8.9094224,"[ -5.28898497  -1.04292932   4.7060993   -8.51437627  -5.47740159
 -13.15223327  15.41666418  12.06449142  -1.86097652   0.24117014
  16.57358319   9.74036612   2.65253731   1.24517503  -8.946787  ]",4
